Serial Number,MY62140058,
Model Number,U1242C,
Remark,-,
Date Time,3/20/2024 10:30:35 PM
Record,Time,Function,Reading,Range,Unit
365,3/20/2024 22:23:24.594,Temperature {Temp.K},168.0, °C,°C
366,3/20/2024 22:23:25.595,Temperature {Temp.K},163.3, °C,°C
367,3/20/2024 22:23:26.596,Temperature {Temp.K},159.3, °C,°C
368,3/20/2024 22:23:27.597,Temperature {Temp.K},154.9, °C,°C
369,3/20/2024 22:23:28.598,Temperature {Temp.K},150.4, °C,°C
370,3/20/2024 22:23:29.599,Temperature {Temp.K},146.7, °C,°C
371,3/20/2024 22:23:30.601,Temperature {Temp.K},144.1, °C,°C
372,3/20/2024 22:23:31.601,Temperature {Temp.K},142.6, °C,°C
373,3/20/2024 22:23:32.602,Temperature {Temp.K},139.2, °C,°C
374,3/20/2024 22:23:33.603,Temperature {Temp.K},136.4, °C,°C
375,3/20/2024 22:23:34.603,Temperature {Temp.K},134.1, °C,°C
376,3/20/2024 22:23:35.605,Temperature {Temp.K},132.4, °C,°C
377,3/20/2024 22:23:36.605,Temperature {Temp.K},129.3, °C,°C
378,3/20/2024 22:23:37.606,Temperature {Temp.K},127.1, °C,°C
379,3/20/2024 22:23:38.606,Temperature {Temp.K},124.7, °C,°C
380,3/20/2024 22:23:39.607,Temperature {Temp.K},122.9, °C,°C
381,3/20/2024 22:23:40.608,Temperature {Temp.K},120.6, °C,°C
382,3/20/2024 22:23:41.608,Temperature {Temp.K},118.7, °C,°C
383,3/20/2024 22:23:42.609,Temperature {Temp.K},117.2, °C,°C
384,3/20/2024 22:23:43.610,Temperature {Temp.K},114.5, °C,°C
385,3/20/2024 22:23:44.610,Temperature {Temp.K},112.9, °C,°C
386,3/20/2024 22:23:45.612,Temperature {Temp.K},110.9, °C,°C
387,3/20/2024 22:23:46.613,Temperature {Temp.K},109.3, °C,°C
388,3/20/2024 22:23:47.613,Temperature {Temp.K},108.3, °C,°C
389,3/20/2024 22:23:48.614,Temperature {Temp.K},106.9, °C,°C
390,3/20/2024 22:23:49.615,Temperature {Temp.K},105.4, °C,°C
391,3/20/2024 22:23:50.616,Temperature {Temp.K},103.8, °C,°C
392,3/20/2024 22:23:51.617,Temperature {Temp.K},102.2, °C,°C
393,3/20/2024 22:23:52.618,Temperature {Temp.K},100.6, °C,°C
394,3/20/2024 22:23:53.618,Temperature {Temp.K},99.2, °C,°C
395,3/20/2024 22:23:54.619,Temperature {Temp.K},98.6, °C,°C
396,3/20/2024 22:23:55.621,Temperature {Temp.K},96.8, °C,°C
397,3/20/2024 22:23:56.622,Temperature {Temp.K},96.4, °C,°C
398,3/20/2024 22:23:57.624,Temperature {Temp.K},94.8, °C,°C
399,3/20/2024 22:23:58.625,Temperature {Temp.K},93.6, °C,°C
400,3/20/2024 22:23:59.626,Temperature {Temp.K},92.3, °C,°C
401,3/20/2024 22:24:00.627,Temperature {Temp.K},91.5, °C,°C
402,3/20/2024 22:24:01.628,Temperature {Temp.K},90.2, °C,°C
403,3/20/2024 22:24:02.630,Temperature {Temp.K},88.9, °C,°C
404,3/20/2024 22:24:03.631,Temperature {Temp.K},88.1, °C,°C
405,3/20/2024 22:24:04.632,Temperature {Temp.K},87.4, °C,°C
406,3/20/2024 22:24:05.632,Temperature {Temp.K},86.5, °C,°C
407,3/20/2024 22:24:06.633,Temperature {Temp.K},85.7, °C,°C
408,3/20/2024 22:24:07.634,Temperature {Temp.K},85.1, °C,°C
409,3/20/2024 22:24:08.635,Temperature {Temp.K},84.2, °C,°C
410,3/20/2024 22:24:09.635,Temperature {Temp.K},83.5, °C,°C
411,3/20/2024 22:24:10.635,Temperature {Temp.K},82.1, °C,°C
412,3/20/2024 22:24:11.636,Temperature {Temp.K},81.7, °C,°C
413,3/20/2024 22:24:12.637,Temperature {Temp.K},80.3, °C,°C
414,3/20/2024 22:24:13.638,Temperature {Temp.K},79.6, °C,°C
415,3/20/2024 22:24:14.639,Temperature {Temp.K},79.1, °C,°C
416,3/20/2024 22:24:15.640,Temperature {Temp.K},78.3, °C,°C
417,3/20/2024 22:24:16.642,Temperature {Temp.K},77.3, °C,°C
418,3/20/2024 22:24:17.643,Temperature {Temp.K},76.1, °C,°C
419,3/20/2024 22:24:18.643,Temperature {Temp.K},74.6, °C,°C
420,3/20/2024 22:24:19.644,Temperature {Temp.K},74.1, °C,°C
421,3/20/2024 22:24:20.645,Temperature {Temp.K},73.4, °C,°C
422,3/20/2024 22:24:21.647,Temperature {Temp.K},72.5, °C,°C
423,3/20/2024 22:24:22.648,Temperature {Temp.K},71.7, °C,°C
424,3/20/2024 22:24:23.648,Temperature {Temp.K},71.0, °C,°C
425,3/20/2024 22:24:24.650,Temperature {Temp.K},70.7, °C,°C
426,3/20/2024 22:24:25.651,Temperature {Temp.K},69.9, °C,°C
427,3/20/2024 22:24:26.651,Temperature {Temp.K},69.0, °C,°C
428,3/20/2024 22:24:27.651,Temperature {Temp.K},68.1, °C,°C
429,3/20/2024 22:24:28.652,Temperature {Temp.K},67.4, °C,°C
430,3/20/2024 22:24:29.653,Temperature {Temp.K},67.4, °C,°C
431,3/20/2024 22:24:30.654,Temperature {Temp.K},67.4, °C,°C
432,3/20/2024 22:24:31.655,Temperature {Temp.K},67.0, °C,°C
433,3/20/2024 22:24:32.656,Temperature {Temp.K},66.9, °C,°C
434,3/20/2024 22:24:33.657,Temperature {Temp.K},66.7, °C,°C
435,3/20/2024 22:24:34.658,Temperature {Temp.K},65.9, °C,°C
436,3/20/2024 22:24:35.659,Temperature {Temp.K},65.1, °C,°C
437,3/20/2024 22:24:36.660,Temperature {Temp.K},64.2, °C,°C
438,3/20/2024 22:24:37.661,Temperature {Temp.K},63.8, °C,°C
439,3/20/2024 22:24:38.662,Temperature {Temp.K},63.1, °C,°C
440,3/20/2024 22:24:39.663,Temperature {Temp.K},62.9, °C,°C
441,3/20/2024 22:24:40.664,Temperature {Temp.K},62.7, °C,°C
442,3/20/2024 22:24:41.664,Temperature {Temp.K},62.4, °C,°C
443,3/20/2024 22:24:42.665,Temperature {Temp.K},62.1, °C,°C
444,3/20/2024 22:24:43.665,Temperature {Temp.K},61.3, °C,°C
445,3/20/2024 22:24:44.666,Temperature {Temp.K},61.0, °C,°C
446,3/20/2024 22:24:45.668,Temperature {Temp.K},60.6, °C,°C
447,3/20/2024 22:24:46.669,Temperature {Temp.K},60.5, °C,°C
448,3/20/2024 22:24:47.671,Temperature {Temp.K},60.7, °C,°C
449,3/20/2024 22:24:48.672,Temperature {Temp.K},60.5, °C,°C
450,3/20/2024 22:24:49.673,Temperature {Temp.K},60.2, °C,°C
451,3/20/2024 22:24:50.673,Temperature {Temp.K},59.8, °C,°C
452,3/20/2024 22:24:51.674,Temperature {Temp.K},59.4, °C,°C
453,3/20/2024 22:24:52.675,Temperature {Temp.K},59.0, °C,°C
454,3/20/2024 22:24:53.676,Temperature {Temp.K},58.6, °C,°C
455,3/20/2024 22:24:54.678,Temperature {Temp.K},58.3, °C,°C
456,3/20/2024 22:24:55.678,Temperature {Temp.K},57.9, °C,°C
457,3/20/2024 22:24:56.680,Temperature {Temp.K},57.5, °C,°C
458,3/20/2024 22:24:57.681,Temperature {Temp.K},57.2, °C,°C
459,3/20/2024 22:24:58.682,Temperature {Temp.K},56.8, °C,°C
460,3/20/2024 22:24:59.683,Temperature {Temp.K},56.5, °C,°C
461,3/20/2024 22:25:00.684,Temperature {Temp.K},56.2, °C,°C
462,3/20/2024 22:25:01.685,Temperature {Temp.K},56.0, °C,°C
463,3/20/2024 22:25:02.686,Temperature {Temp.K},55.7, °C,°C
464,3/20/2024 22:25:03.686,Temperature {Temp.K},55.3, °C,°C
465,3/20/2024 22:25:04.688,Temperature {Temp.K},54.9, °C,°C
466,3/20/2024 22:25:05.688,Temperature {Temp.K},54.9, °C,°C
467,3/20/2024 22:25:06.690,Temperature {Temp.K},54.9, °C,°C
468,3/20/2024 22:25:07.690,Temperature {Temp.K},54.6, °C,°C
469,3/20/2024 22:25:08.692,Temperature {Temp.K},54.0, °C,°C
470,3/20/2024 22:25:09.692,Temperature {Temp.K},53.8, °C,°C
471,3/20/2024 22:25:10.693,Temperature {Temp.K},53.2, °C,°C
472,3/20/2024 22:25:11.695,Temperature {Temp.K},53.2, °C,°C
473,3/20/2024 22:25:12.696,Temperature {Temp.K},53.3, °C,°C
474,3/20/2024 22:25:13.696,Temperature {Temp.K},53.1, °C,°C
475,3/20/2024 22:25:14.697,Temperature {Temp.K},52.7, °C,°C
476,3/20/2024 22:25:15.699,Temperature {Temp.K},52.4, °C,°C
477,3/20/2024 22:25:16.700,Temperature {Temp.K},52.3, °C,°C
478,3/20/2024 22:25:17.701,Temperature {Temp.K},51.5, °C,°C
479,3/20/2024 22:25:18.703,Temperature {Temp.K},51.4, °C,°C
480,3/20/2024 22:25:19.704,Temperature {Temp.K},51.2, °C,°C
481,3/20/2024 22:25:20.705,Temperature {Temp.K},51.0, °C,°C
482,3/20/2024 22:25:21.706,Temperature {Temp.K},50.8, °C,°C
483,3/20/2024 22:25:22.707,Temperature {Temp.K},50.5, °C,°C
484,3/20/2024 22:25:23.709,Temperature {Temp.K},50.2, °C,°C
485,3/20/2024 22:25:24.710,Temperature {Temp.K},49.9, °C,°C
486,3/20/2024 22:25:25.711,Temperature {Temp.K},49.6, °C,°C
487,3/20/2024 22:25:26.712,Temperature {Temp.K},49.4, °C,°C
488,3/20/2024 22:25:27.712,Temperature {Temp.K},49.2, °C,°C
489,3/20/2024 22:25:28.713,Temperature {Temp.K},49.1, °C,°C
490,3/20/2024 22:25:29.714,Temperature {Temp.K},48.8, °C,°C
491,3/20/2024 22:25:30.715,Temperature {Temp.K},48.7, °C,°C
492,3/20/2024 22:25:31.716,Temperature {Temp.K},48.6, °C,°C
493,3/20/2024 22:25:32.717,Temperature {Temp.K},48.3, °C,°C
494,3/20/2024 22:25:33.718,Temperature {Temp.K},47.9, °C,°C
495,3/20/2024 22:25:34.719,Temperature {Temp.K},47.6, °C,°C
496,3/20/2024 22:25:35.720,Temperature {Temp.K},47.4, °C,°C
497,3/20/2024 22:25:36.721,Temperature {Temp.K},47.2, °C,°C
498,3/20/2024 22:25:37.722,Temperature {Temp.K},47.0, °C,°C
499,3/20/2024 22:25:38.723,Temperature {Temp.K},46.8, °C,°C
500,3/20/2024 22:25:39.724,Temperature {Temp.K},46.8, °C,°C
501,3/20/2024 22:25:40.725,Temperature {Temp.K},46.6, °C,°C
502,3/20/2024 22:25:41.726,Temperature {Temp.K},45.9, °C,°C
503,3/20/2024 22:25:42.728,Temperature {Temp.K},45.7, °C,°C
504,3/20/2024 22:25:43.729,Temperature {Temp.K},45.7, °C,°C
505,3/20/2024 22:25:44.730,Temperature {Temp.K},45.6, °C,°C
506,3/20/2024 22:25:45.732,Temperature {Temp.K},45.4, °C,°C
507,3/20/2024 22:25:46.733,Temperature {Temp.K},45.2, °C,°C
508,3/20/2024 22:25:47.734,Temperature {Temp.K},45.1, °C,°C
509,3/20/2024 22:25:48.736,Temperature {Temp.K},44.8, °C,°C
510,3/20/2024 22:25:49.737,Temperature {Temp.K},44.6, °C,°C
511,3/20/2024 22:25:50.738,Temperature {Temp.K},44.4, °C,°C
512,3/20/2024 22:25:51.740,Temperature {Temp.K},44.3, °C,°C
513,3/20/2024 22:25:52.740,Temperature {Temp.K},44.4, °C,°C
514,3/20/2024 22:25:53.741,Temperature {Temp.K},44.3, °C,°C
515,3/20/2024 22:25:54.742,Temperature {Temp.K},44.2, °C,°C
516,3/20/2024 22:25:55.742,Temperature {Temp.K},44.1, °C,°C
517,3/20/2024 22:25:56.743,Temperature {Temp.K},44.0, °C,°C
518,3/20/2024 22:25:57.744,Temperature {Temp.K},43.7, °C,°C
519,3/20/2024 22:25:58.744,Temperature {Temp.K},43.5, °C,°C
520,3/20/2024 22:25:59.745,Temperature {Temp.K},43.4, °C,°C
521,3/20/2024 22:26:00.745,Temperature {Temp.K},43.2, °C,°C
522,3/20/2024 22:26:01.747,Temperature {Temp.K},43.0, °C,°C
523,3/20/2024 22:26:02.748,Temperature {Temp.K},42.9, °C,°C
524,3/20/2024 22:26:03.750,Temperature {Temp.K},42.8, °C,°C
525,3/20/2024 22:26:04.752,Temperature {Temp.K},42.7, °C,°C
526,3/20/2024 22:26:05.753,Temperature {Temp.K},42.4, °C,°C
527,3/20/2024 22:26:06.754,Temperature {Temp.K},42.3, °C,°C
528,3/20/2024 22:26:07.755,Temperature {Temp.K},42.3, °C,°C
529,3/20/2024 22:26:08.757,Temperature {Temp.K},42.1, °C,°C
530,3/20/2024 22:26:09.758,Temperature {Temp.K},41.9, °C,°C
531,3/20/2024 22:26:10.759,Temperature {Temp.K},41.7, °C,°C
532,3/20/2024 22:26:11.761,Temperature {Temp.K},41.5, °C,°C
533,3/20/2024 22:26:12.762,Temperature {Temp.K},41.3, °C,°C
534,3/20/2024 22:26:13.764,Temperature {Temp.K},41.3, °C,°C
535,3/20/2024 22:26:14.765,Temperature {Temp.K},41.2, °C,°C
536,3/20/2024 22:26:15.767,Temperature {Temp.K},41.2, °C,°C
537,3/20/2024 22:26:16.767,Temperature {Temp.K},41.1, °C,°C
538,3/20/2024 22:26:17.768,Temperature {Temp.K},40.9, °C,°C
539,3/20/2024 22:26:18.770,Temperature {Temp.K},40.6, °C,°C
540,3/20/2024 22:26:19.770,Temperature {Temp.K},40.3, °C,°C
541,3/20/2024 22:26:20.771,Temperature {Temp.K},39.9, °C,°C
542,3/20/2024 22:26:21.772,Temperature {Temp.K},39.8, °C,°C
543,3/20/2024 22:26:22.773,Temperature {Temp.K},39.8, °C,°C
544,3/20/2024 22:26:23.774,Temperature {Temp.K},39.8, °C,°C
545,3/20/2024 22:26:24.775,Temperature {Temp.K},39.7, °C,°C
546,3/20/2024 22:26:25.777,Temperature {Temp.K},39.6, °C,°C
547,3/20/2024 22:26:26.778,Temperature {Temp.K},39.3, °C,°C
548,3/20/2024 22:26:27.779,Temperature {Temp.K},39.1, °C,°C
549,3/20/2024 22:26:28.780,Temperature {Temp.K},39.1, °C,°C
550,3/20/2024 22:26:29.782,Temperature {Temp.K},38.9, °C,°C
551,3/20/2024 22:26:30.782,Temperature {Temp.K},38.9, °C,°C
552,3/20/2024 22:26:31.783,Temperature {Temp.K},38.7, °C,°C
553,3/20/2024 22:26:32.785,Temperature {Temp.K},38.4, °C,°C
554,3/20/2024 22:26:33.786,Temperature {Temp.K},38.0, °C,°C
555,3/20/2024 22:26:34.788,Temperature {Temp.K},37.8, °C,°C
556,3/20/2024 22:26:35.788,Temperature {Temp.K},37.8, °C,°C
557,3/20/2024 22:26:36.789,Temperature {Temp.K},37.7, °C,°C
558,3/20/2024 22:26:37.791,Temperature {Temp.K},37.6, °C,°C
559,3/20/2024 22:26:38.792,Temperature {Temp.K},37.3, °C,°C
560,3/20/2024 22:26:39.793,Temperature {Temp.K},37.1, °C,°C
561,3/20/2024 22:26:40.794,Temperature {Temp.K},36.9, °C,°C
562,3/20/2024 22:26:41.796,Temperature {Temp.K},36.8, °C,°C
563,3/20/2024 22:26:42.797,Temperature {Temp.K},36.7, °C,°C
564,3/20/2024 22:26:43.798,Temperature {Temp.K},36.6, °C,°C
565,3/20/2024 22:26:44.799,Temperature {Temp.K},36.6, °C,°C
566,3/20/2024 22:26:45.801,Temperature {Temp.K},36.7, °C,°C
567,3/20/2024 22:26:46.802,Temperature {Temp.K},36.9, °C,°C
568,3/20/2024 22:26:47.803,Temperature {Temp.K},37.3, °C,°C
569,3/20/2024 22:26:48.804,Temperature {Temp.K},37.5, °C,°C
570,3/20/2024 22:26:49.805,Temperature {Temp.K},37.5, °C,°C
571,3/20/2024 22:26:50.807,Temperature {Temp.K},37.5, °C,°C
572,3/20/2024 22:26:51.807,Temperature {Temp.K},37.4, °C,°C
573,3/20/2024 22:26:52.807,Temperature {Temp.K},37.3, °C,°C
574,3/20/2024 22:26:53.809,Temperature {Temp.K},37.4, °C,°C
575,3/20/2024 22:26:54.810,Temperature {Temp.K},37.4, °C,°C
576,3/20/2024 22:26:55.812,Temperature {Temp.K},37.3, °C,°C
577,3/20/2024 22:26:56.812,Temperature {Temp.K},37.3, °C,°C
578,3/20/2024 22:26:57.814,Temperature {Temp.K},37.3, °C,°C
579,3/20/2024 22:26:58.815,Temperature {Temp.K},37.4, °C,°C
580,3/20/2024 22:26:59.816,Temperature {Temp.K},37.4, °C,°C
581,3/20/2024 22:27:00.816,Temperature {Temp.K},37.3, °C,°C
582,3/20/2024 22:27:01.817,Temperature {Temp.K},37.1, °C,°C
583,3/20/2024 22:27:02.818,Temperature {Temp.K},36.8, °C,°C
584,3/20/2024 22:27:03.819,Temperature {Temp.K},36.6, °C,°C
585,3/20/2024 22:27:04.820,Temperature {Temp.K},36.4, °C,°C
586,3/20/2024 22:27:05.820,Temperature {Temp.K},36.3, °C,°C
587,3/20/2024 22:27:06.822,Temperature {Temp.K},36.3, °C,°C
588,3/20/2024 22:27:07.823,Temperature {Temp.K},36.2, °C,°C
589,3/20/2024 22:27:08.824,Temperature {Temp.K},36.0, °C,°C
590,3/20/2024 22:27:09.825,Temperature {Temp.K},35.8, °C,°C
591,3/20/2024 22:27:10.826,Temperature {Temp.K},35.6, °C,°C
592,3/20/2024 22:27:11.827,Temperature {Temp.K},35.5, °C,°C
593,3/20/2024 22:27:12.828,Temperature {Temp.K},35.4, °C,°C
594,3/20/2024 22:27:13.830,Temperature {Temp.K},35.5, °C,°C
595,3/20/2024 22:27:14.831,Temperature {Temp.K},35.4, °C,°C
596,3/20/2024 22:27:15.831,Temperature {Temp.K},35.3, °C,°C
597,3/20/2024 22:27:16.832,Temperature {Temp.K},35.3, °C,°C
598,3/20/2024 22:27:17.834,Temperature {Temp.K},35.2, °C,°C
599,3/20/2024 22:27:18.835,Temperature {Temp.K},35.0, °C,°C
600,3/20/2024 22:27:19.835,Temperature {Temp.K},35.1, °C,°C
601,3/20/2024 22:27:20.836,Temperature {Temp.K},35.2, °C,°C
602,3/20/2024 22:27:21.837,Temperature {Temp.K},35.2, °C,°C
603,3/20/2024 22:27:22.839,Temperature {Temp.K},35.2, °C,°C
604,3/20/2024 22:27:23.840,Temperature {Temp.K},35.1, °C,°C
605,3/20/2024 22:27:24.841,Temperature {Temp.K},35.2, °C,°C
606,3/20/2024 22:27:25.843,Temperature {Temp.K},35.1, °C,°C
607,3/20/2024 22:27:26.845,Temperature {Temp.K},35.1, °C,°C
608,3/20/2024 22:27:27.845,Temperature {Temp.K},35.1, °C,°C
609,3/20/2024 22:27:28.847,Temperature {Temp.K},35.0, °C,°C
610,3/20/2024 22:27:29.847,Temperature {Temp.K},34.9, °C,°C
611,3/20/2024 22:27:30.849,Temperature {Temp.K},34.8, °C,°C
612,3/20/2024 22:27:31.850,Temperature {Temp.K},34.7, °C,°C
613,3/20/2024 22:27:32.851,Temperature {Temp.K},34.6, °C,°C
614,3/20/2024 22:27:33.852,Temperature {Temp.K},34.6, °C,°C
615,3/20/2024 22:27:34.853,Temperature {Temp.K},34.5, °C,°C
616,3/20/2024 22:27:35.854,Temperature {Temp.K},34.5, °C,°C
617,3/20/2024 22:27:36.856,Temperature {Temp.K},34.4, °C,°C
618,3/20/2024 22:27:37.856,Temperature {Temp.K},34.4, °C,°C
619,3/20/2024 22:27:38.857,Temperature {Temp.K},34.4, °C,°C
620,3/20/2024 22:27:39.857,Temperature {Temp.K},34.3, °C,°C
621,3/20/2024 22:27:40.859,Temperature {Temp.K},34.2, °C,°C
622,3/20/2024 22:27:41.860,Temperature {Temp.K},34.1, °C,°C
623,3/20/2024 22:27:42.860,Temperature {Temp.K},34.0, °C,°C
624,3/20/2024 22:27:43.862,Temperature {Temp.K},33.9, °C,°C
625,3/20/2024 22:27:44.863,Temperature {Temp.K},33.8, °C,°C
626,3/20/2024 22:27:45.864,Temperature {Temp.K},33.6, °C,°C
627,3/20/2024 22:27:46.865,Temperature {Temp.K},33.5, °C,°C
628,3/20/2024 22:27:47.865,Temperature {Temp.K},33.4, °C,°C
629,3/20/2024 22:27:48.866,Temperature {Temp.K},33.3, °C,°C
630,3/20/2024 22:27:49.866,Temperature {Temp.K},33.3, °C,°C
631,3/20/2024 22:27:50.867,Temperature {Temp.K},33.4, °C,°C
632,3/20/2024 22:27:51.867,Temperature {Temp.K},33.3, °C,°C
633,3/20/2024 22:27:52.867,Temperature {Temp.K},33.2, °C,°C
634,3/20/2024 22:27:53.869,Temperature {Temp.K},33.1, °C,°C
635,3/20/2024 22:27:54.870,Temperature {Temp.K},33.0, °C,°C
636,3/20/2024 22:27:55.872,Temperature {Temp.K},33.0, °C,°C
637,3/20/2024 22:27:56.873,Temperature {Temp.K},33.0, °C,°C
638,3/20/2024 22:27:57.874,Temperature {Temp.K},32.9, °C,°C
639,3/20/2024 22:27:58.874,Temperature {Temp.K},32.9, °C,°C
640,3/20/2024 22:27:59.876,Temperature {Temp.K},32.9, °C,°C
641,3/20/2024 22:28:00.877,Temperature {Temp.K},32.7, °C,°C
642,3/20/2024 22:28:01.878,Temperature {Temp.K},32.5, °C,°C
643,3/20/2024 22:28:02.879,Temperature {Temp.K},32.5, °C,°C
644,3/20/2024 22:28:03.880,Temperature {Temp.K},32.4, °C,°C
645,3/20/2024 22:28:04.881,Temperature {Temp.K},32.4, °C,°C
646,3/20/2024 22:28:05.882,Temperature {Temp.K},32.4, °C,°C
647,3/20/2024 22:28:06.883,Temperature {Temp.K},32.5, °C,°C
648,3/20/2024 22:28:07.885,Temperature {Temp.K},32.5, °C,°C
649,3/20/2024 22:28:08.886,Temperature {Temp.K},32.5, °C,°C
650,3/20/2024 22:28:09.888,Temperature {Temp.K},32.4, °C,°C
651,3/20/2024 22:28:10.888,Temperature {Temp.K},32.3, °C,°C
652,3/20/2024 22:28:11.890,Temperature {Temp.K},32.2, °C,°C
653,3/20/2024 22:28:12.892,Temperature {Temp.K},32.1, °C,°C
654,3/20/2024 22:28:13.893,Temperature {Temp.K},32.0, °C,°C
655,3/20/2024 22:28:14.894,Temperature {Temp.K},31.9, °C,°C
656,3/20/2024 22:28:15.895,Temperature {Temp.K},31.8, °C,°C
657,3/20/2024 22:28:16.896,Temperature {Temp.K},31.8, °C,°C
658,3/20/2024 22:28:17.897,Temperature {Temp.K},31.7, °C,°C
659,3/20/2024 22:28:18.898,Temperature {Temp.K},31.7, °C,°C
660,3/20/2024 22:28:19.900,Temperature {Temp.K},31.7, °C,°C
661,3/20/2024 22:28:20.901,Temperature {Temp.K},31.7, °C,°C
662,3/20/2024 22:28:21.902,Temperature {Temp.K},31.7, °C,°C
663,3/20/2024 22:28:22.903,Temperature {Temp.K},31.7, °C,°C
664,3/20/2024 22:28:23.905,Temperature {Temp.K},31.7, °C,°C
665,3/20/2024 22:28:24.906,Temperature {Temp.K},31.7, °C,°C
666,3/20/2024 22:28:25.907,Temperature {Temp.K},31.7, °C,°C
667,3/20/2024 22:28:26.908,Temperature {Temp.K},31.7, °C,°C
668,3/20/2024 22:28:27.909,Temperature {Temp.K},31.7, °C,°C
669,3/20/2024 22:28:28.909,Temperature {Temp.K},31.7, °C,°C
670,3/20/2024 22:28:29.911,Temperature {Temp.K},31.6, °C,°C
671,3/20/2024 22:28:30.913,Temperature {Temp.K},31.6, °C,°C
672,3/20/2024 22:28:31.915,Temperature {Temp.K},31.6, °C,°C
673,3/20/2024 22:28:32.916,Temperature {Temp.K},31.6, °C,°C
674,3/20/2024 22:28:33.917,Temperature {Temp.K},31.6, °C,°C
675,3/20/2024 22:28:34.917,Temperature {Temp.K},31.6, °C,°C
676,3/20/2024 22:28:35.919,Temperature {Temp.K},31.6, °C,°C
677,3/20/2024 22:28:36.920,Temperature {Temp.K},31.6, °C,°C
678,3/20/2024 22:28:37.921,Temperature {Temp.K},31.5, °C,°C
679,3/20/2024 22:28:38.921,Temperature {Temp.K},31.5, °C,°C
680,3/20/2024 22:28:39.922,Temperature {Temp.K},31.4, °C,°C
681,3/20/2024 22:28:40.923,Temperature {Temp.K},31.2, °C,°C
682,3/20/2024 22:28:41.925,Temperature {Temp.K},31.1, °C,°C
683,3/20/2024 22:28:42.926,Temperature {Temp.K},31.1, °C,°C
684,3/20/2024 22:28:43.927,Temperature {Temp.K},31.1, °C,°C
685,3/20/2024 22:28:44.928,Temperature {Temp.K},31.2, °C,°C
686,3/20/2024 22:28:45.929,Temperature {Temp.K},31.2, °C,°C
687,3/20/2024 22:28:46.930,Temperature {Temp.K},31.1, °C,°C
688,3/20/2024 22:28:47.930,Temperature {Temp.K},31.0, °C,°C
689,3/20/2024 22:28:48.931,Temperature {Temp.K},30.9, °C,°C
690,3/20/2024 22:28:49.931,Temperature {Temp.K},30.9, °C,°C
691,3/20/2024 22:28:50.932,Temperature {Temp.K},30.9, °C,°C
692,3/20/2024 22:28:51.933,Temperature {Temp.K},30.9, °C,°C
693,3/20/2024 22:28:52.934,Temperature {Temp.K},30.8, °C,°C
694,3/20/2024 22:28:53.935,Temperature {Temp.K},30.7, °C,°C
695,3/20/2024 22:28:54.936,Temperature {Temp.K},30.6, °C,°C
696,3/20/2024 22:28:55.937,Temperature {Temp.K},30.7, °C,°C
697,3/20/2024 22:28:56.938,Temperature {Temp.K},30.6, °C,°C
698,3/20/2024 22:28:57.940,Temperature {Temp.K},30.6, °C,°C
699,3/20/2024 22:28:58.940,Temperature {Temp.K},30.6, °C,°C
700,3/20/2024 22:28:59.942,Temperature {Temp.K},30.6, °C,°C
701,3/20/2024 22:29:00.943,Temperature {Temp.K},30.6, °C,°C
702,3/20/2024 22:29:01.944,Temperature {Temp.K},30.5, °C,°C
703,3/20/2024 22:29:02.946,Temperature {Temp.K},30.5, °C,°C
704,3/20/2024 22:29:03.947,Temperature {Temp.K},30.5, °C,°C
705,3/20/2024 22:29:04.948,Temperature {Temp.K},30.5, °C,°C
706,3/20/2024 22:29:05.948,Temperature {Temp.K},30.5, °C,°C
707,3/20/2024 22:29:06.949,Temperature {Temp.K},30.4, °C,°C
708,3/20/2024 22:29:07.950,Temperature {Temp.K},30.4, °C,°C
709,3/20/2024 22:29:08.951,Temperature {Temp.K},30.4, °C,°C
710,3/20/2024 22:29:09.952,Temperature {Temp.K},30.5, °C,°C
711,3/20/2024 22:29:10.953,Temperature {Temp.K},30.5, °C,°C
712,3/20/2024 22:29:11.955,Temperature {Temp.K},30.6, °C,°C
713,3/20/2024 22:29:12.956,Temperature {Temp.K},30.5, °C,°C
714,3/20/2024 22:29:13.957,Temperature {Temp.K},30.4, °C,°C
715,3/20/2024 22:29:14.958,Temperature {Temp.K},30.5, °C,°C
716,3/20/2024 22:29:15.959,Temperature {Temp.K},30.5, °C,°C
717,3/20/2024 22:29:16.960,Temperature {Temp.K},30.4, °C,°C
718,3/20/2024 22:29:17.962,Temperature {Temp.K},30.2, °C,°C
719,3/20/2024 22:29:18.962,Temperature {Temp.K},30.2, °C,°C
720,3/20/2024 22:29:19.963,Temperature {Temp.K},30.2, °C,°C
721,3/20/2024 22:29:20.964,Temperature {Temp.K},30.1, °C,°C
722,3/20/2024 22:29:21.964,Temperature {Temp.K},30.0, °C,°C
723,3/20/2024 22:29:22.965,Temperature {Temp.K},29.9, °C,°C
724,3/20/2024 22:29:23.966,Temperature {Temp.K},29.8, °C,°C
725,3/20/2024 22:29:24.967,Temperature {Temp.K},29.8, °C,°C
726,3/20/2024 22:29:25.969,Temperature {Temp.K},29.7, °C,°C
727,3/20/2024 22:29:26.969,Temperature {Temp.K},29.6, °C,°C
728,3/20/2024 22:29:27.970,Temperature {Temp.K},29.5, °C,°C
729,3/20/2024 22:29:28.971,Temperature {Temp.K},29.5, °C,°C
730,3/20/2024 22:29:29.971,Temperature {Temp.K},29.5, °C,°C
